index,topic,label,length,sentiment,content
972,Undefined,1,63,neutral,Says 'Hugo Chavez's family still owns' Dominion Voting Systems.
973,Undefined,1,48,neutral,Says a video shows Joe Biden lolling his tongue.
974,Undefined,1,64,negative,'Israel dropped a tactical nuclear weapon on the port of Beirut.
975,Undefined,1,162,positive,'Alert: Law enforcement and the Red Cross have advised that there are people going door to door indicating that they are authorized to do testing for Coronavirus.
976,Undefined,1,135,negative,An 'audit report' found that a voting system used in Michigan in the 2020 presidential election was designed to 'create systemic fraud.
977,Undefined,1,115,neutral,A video shows 'your packages were rerouted and have arrived in the port of Miami' as a result of Gov. Ron DeSantis.
978,Undefined,1,30,neutral,Photos show children in cages.
979,Undefined,1,104,negative,A photo shows Gov. Gretchen Whitmer 'on Mackinaw Island today ignoring mask and social distancing rules.
980,Undefined,1,165,negative,"'If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead."
981,Undefined,1,91,negative,"Media outlets reported that the same boy died 3 times from the coronavirus, in 3 countries."
982,Undefined,1,106,negative,A graph shows the number of human trafficking arrests increased dramatically under President Donald Trump.
983,Undefined,1,160,neutral,California voters who go to the polls to vote in person will be 'TURNED AWAY & CANNOT VOTE' unless they change their voting preference to 'NO to mail in voting.
984,Undefined,1,182,negative,'Hoadley called women 'breeders.'... wanted to learn about crystal meth and wrote that his sexual partners were his victims. Hoadley even wrote about a four year-old wearing a thong.
985,Undefined,1,105,neutral,A Dominion representative in Gwinnett County improperly downloaded election data to 'manipulate the data.
986,Undefined,1,87,negative,Says Kamala Harris called Joe Biden 'a racist' during a Democratic presidential debate.
987,Undefined,1,45,neutral,"'The blood test for coronavirus costs $3,200."
988,Undefined,1,144,negative,Says it doesn't make sense for young adults to get the vaccine since they 'really are not under that much of a threat as a result of this virus.
989,Undefined,1,73,positive,Says Listerine mouthwash can be effectively used as a mosquito repellant.
990,Undefined,1,104,negative,"Under an 1866 Supreme Court ruling, stay-at-home orders are illegal and can be disregarded with impunity"
991,Undefined,1,51,neutral,"'Trump bailed out Wall Street, but not Main Street."
992,Undefined,1,97,negative,Video shows California election workers 'cheating' by collecting ballots from drop box on Nov. 4.
993,Undefined,1,73,positive,A 'face mask exempt card' allows you to cite the ADA and not wear a mask.
994,Undefined,1,90,neutral,"In the infrastructure bill that just passed the House, 'only 10% is actual infrastructure."
995,Undefined,1,246,negative,"Quotes Ronald Reagan as saying, 'Keep voting Democrat ... One day they will restrict your freedoms, restrict your history and restrict your safety. All in the name of professional victims that don't understand the consequences of their ignorance."
996,Undefined,1,74,negative,'Biden orders dishonorable discharge for 46% of troops who refuse vaccine.
997,Undefined,1,65,neutral,Says 'Joe Biden is absolutely on board with defunding the police.
998,Undefined,1,96,negative,Says the coronavirus isn't new because 'Lysol has it listed as one of the viruses that it kills.
999,Undefined,1,174,negative,"'And I heard that just yesterday, Joe Biden said that well-armed police in his words 'become the enemy' and he said that he would 'absolutely cut funding for law enforcement."
1000,Undefined,1,173,negative,"With the goal to preserve 30% of the earth's land and water by 2030, '300 million people stand to lose their land and livelihood, most of them tribal and indigenous peoples."
1001,Undefined,1,146,positive,'Pfizer and Moderna could share their design with dozens of other pharma companies who stand ready to produce their vaccines and end the pandemic.
1002,Undefined,1,99,negative,"'While voters were distracted, (Gov. J.B.) Pritzker gave huge pay raises to his politician buddies."
1003,Undefined,1,85,neutral,Photo shows Barack Obama and George Clooney in a compromising situation with a child.
1004,Undefined,1,140,neutral,Nazi Germany's Hermann Göring worked to 'defund and eliminate the police departments so that they would not interfere with his Brown Shirts.
1005,Undefined,1,185,positive,"Says a photo shows an ambushed Los Angeles police officer and that the NFL intends to 'honor and praise the organization' that stood outside of the hospital chanting, 'We hope she dies."
1006,Undefined,1,81,positive,'Rocks being dropped off in cages in LA for rioters. Compliments of George Soros.
1007,Undefined,1,77,positive,Says he was the first person to call for invoking the Defense Production Act.
1008,Undefined,1,129,negative,A TikTok video is correct in saying Belgium's solar-powered parking meters are frequently unusable because of a lack of sunlight.
1009,Undefined,1,214,negative,"Government officials, law enforcement, billionaires, or antifa groups nefariously placed pallets of bricks at protest sites in U.S. cities to stoke violence during June 2020 demonstrations against police brutality."
1010,Undefined,1,68,neutral,A video shows a piece of 5G equipment with 'COV-19' inscribed on it.
1011,Undefined,1,87,neutral,Donald Trump will be a 'part-time President' and keep his job on 'Celebrity Apprentice.
1012,Undefined,1,258,negative,"A gunman associated with the Black Lives Matter (BLM) movement shot and wounded two Los Angeles County sheriff's deputies on Sept. 12, 2020, and BLM protesters afterwards blocked emergency access to the hospital where the deputies received medical treatment."
1013,Undefined,1,153,positive,U.S. President-elect Joe Biden created the 'Office of the President Elect' to convince Americans the 2020 elections results were final when they weren't.
1014,Undefined,1,128,negative,"In June 2016, Michigan residents lost the 'right to farm,' keep chickens, or maintain bee hives due to a change in existing law."
1015,Undefined,1,85,neutral,U.S. Rep. Alexandria Ocasio-Cortez was married with a husband in early February 2021.
1016,Undefined,1,79,neutral,A photograph shows a baseball stadium repurposed as a residential neighborhood.
1017,Undefined,1,117,neutral,Former U.S. President Donald Trump's tax return documents revealed that he claimed U.S. Sen. Ted Cruz as a dependent.
1018,Undefined,1,128,neutral,There are no TV commercials for COVID-19 vaccines in the U.S. because they would be required to list the vaccines' side effects.
1019,Undefined,1,146,negative,"After being fed a spoiled shrimp, an upset octopus escaped from its aquarium, walked down a hallway, then threw the spoiled shrimp at its handler."
1020,Undefined,1,85,negative,Donald Trump once said 'I never understood why people like dogs. Dogs are disgusting.
1021,Undefined,1,131,positive,The Trump administration's approval of the presidential transition process means Trump has conceded the 2020 election to Joe Biden.
1022,Undefined,1,77,neutral,Myanmar's 2020 election used Dominion Voting Systems and Smartmatic software.
1023,Undefined,1,186,positive,"Derek Chauvin, whom news reports identified as the cop who kneeled on the neck of George Floyd before he died, was honored for his service by U.S. President Donald Trump at a 2019 rally."
1024,Undefined,1,273,positive,"The COVID-19 Testing, Reaching, And Contacting Everyone (TRACE) Act, or H.R. 6666, would authorize federally administered COVID-19 testing groups to enter American homes and force testing against residents' will, and then 'take' those who test positive to quarantine sites."
1025,Undefined,1,58,neutral,Giant pythons were discovered in a small creek in Indiana.
1026,Undefined,1,87,negative,U.S. President Barack Obama ordered the CIA to train and/or arm Islamic State fighters.
1027,Undefined,1,102,negative,Hillary Clinton said several insulting things about Michelle Obama in a leaked 20 October 2016 e-mail.
1028,Undefined,1,150,negative,"Video surveillance footage shows poll workers at Atlanta's State Farm Arena using suitcases to hide ballots from Republican observers on Nov. 3, 2020."
1029,Undefined,1,97,negative,"Kroger banned its employees from wearing American flag masks, but allowed them to wear BLM masks."
1030,Undefined,1,87,neutral,The COVID-19 pandemic was planned by the Rockefeller Foundation in 'Operation Lockstep.
1031,Undefined,1,278,positive,Data displayed on the World Bank's World Integrated Trade Solution (WITS) website in September 2020 proved that dozens of nations imported or exported items labeled 'COVID-19 Test Kits' in 2018 - more than a year before the pandemic occurred and before COVID-19 even had a name.
1032,Undefined,1,88,positive,"Fisher Price sells a 'happy hour playset' including a bar, bar stools, and beer bottles."
1033,Undefined,1,58,negative,Joe Biden is wanted in Ukraine on 'Class A felony charges.
1034,Undefined,1,68,neutral,Marjorie Taylor Greene appeared on 'The Oprah Winfrey Show' in 1997.
1035,Undefined,1,95,neutral,"An animated image shows Mount Vesuvius erupting during a firework celebration in Naples, Italy."
1036,Undefined,1,57,negative,A husband used a drone to catch his cheating wife at CVS.
1037,Undefined,1,68,positive,Donald Trump said his favorite song was 'Iris' by the Goo Goo Dolls.
1038,Undefined,1,103,positive,Alexandria Ocasio-Cortez is an actress playing a congresswoman to push the agenda of Justice Democrats.
1039,Undefined,1,114,neutral,Walt Disney put a clause in his will requiring that the Walt Disney company remake classic movies every ten years.
1040,Undefined,1,83,positive,All businesses in the U.S. are required to accept coins and/or currency as payment.
1041,Undefined,1,117,positive,"On March 31, 2021, first lady Jill Biden stood in front of a Nazi-inspired flag while giving a speech to farmworkers."
1042,Undefined,1,247,negative,"A Facebook post is correct in saying N95 masks, surgical masks, and cloth masks can be dangerous and/or ineffective in protecting against the spread of COVID-19 based on CDC and U.S. Occupational Safety and Health Administration (OSHA) guidelines."
1043,Undefined,1,64,neutral,A photograph shows a child smoking a cigarette at a soccer game.
1044,Undefined,1,72,neutral,The medical term 'vagina' has been replaced with the phrase 'front hole.
1045,Undefined,1,87,positive,Lyft and Uber are offering free rides to impaired drivers on St. Patrick's Day in 2021.
